,name,world,skill_name,vocation,skill_level,updated_at
6302,Zwaard,monza,Sword Fighting,elite knight,131,2026-01-26 19:04:26.054883
6303,Zymek Ek,monza,Sword Fighting,knight,133,2026-01-26 19:04:26.054883
6304,Dla Mnie Pasuje,monza,Magic Level,sorcerer,129,2026-01-26 19:04:26.054883
6305,Elvathon Sert,monza,Club Fighting,elite knight,127,2026-01-26 19:04:26.054883
6306,Loot Predator,monza,Shielding,royal paladin,124,2026-01-26 19:04:26.054883
6307,Martin Langbogen,monza,Shielding,royal paladin,123,2026-01-26 19:04:26.054883
6308,Nerfered Arinth,monza,Fist Fighting,exalted monk,114,2026-01-26 19:04:26.054883
6309,Sanlayn,monza,Fist Fighting,monk,110,2026-01-26 19:04:26.054883
6310,Tatys Zbigniew,monza,Shielding,elite knight,124,2026-01-26 19:04:26.054883
6311,Thunder Haron,monza,Shielding,royal paladin,125,2026-01-26 19:04:26.054883
6312,Tyran On,monza,Shielding,royal paladin,123,2026-01-26 19:04:26.054883
6313,Wandevil,monza,Shielding,royal paladin,123,2026-01-26 19:04:26.054883
6314,Ziomist dragons,monza,Shielding,royal paladin,124,2026-01-26 19:04:26.054883
6315,Apex Venom,quintera,Fist Fighting,exalted monk,117,2026-01-26 19:04:26.054883
6316,Fist Expert,quintera,Fist Fighting,exalted monk,116,2026-01-26 19:04:26.054883
6317,Hulligun,quintera,Fist Fighting,exalted monk,114,2026-01-26 19:04:26.054883
6318,Monstronka Dsantin,quintera,Fist Fighting,exalted monk,109,2026-01-26 19:04:26.054883
6319,Zukkutungas,quintera,Magic Level,master sorcerer,128,2026-01-26 19:04:26.054883
6320,Akkrilus,celesta,Distance Fighting,royal paladin,142,2026-01-26 19:04:26.054883
6321,Anna Girl,celesta,Club Fighting,elite knight,129,2026-01-26 19:04:26.054883
6322,Gikeen Monk,celesta,Fist Fighting,exalted monk,110,2026-01-26 19:04:26.054883
6323,Ironclad Zizu,celesta,Club Fighting,elite knight,126,2026-01-26 19:04:26.054883
6324,Lan Vel,celesta,Club Fighting,elite knight,125,2026-01-26 19:04:26.054883
6325,Membi Ikx,celesta,Fist Fighting,exalted monk,115,2026-01-26 19:04:26.054883
6326,Mnich Shaolinski,celesta,Fist Fighting,exalted monk,109,2026-01-26 19:04:26.054883
6327,Animus Liber,venebra,Fist Fighting,exalted monk,114,2026-01-26 19:04:26.054883
6328,Arknesz,venebra,Sword Fighting,elite knight,132,2026-01-26 19:04:26.054883
6329,Cely,venebra,Fist Fighting,exalted monk,112,2026-01-26 19:04:26.054883
6330,Dukesao,venebra,Fist Fighting,exalted monk,110,2026-01-26 19:04:26.054883
6331,Aettherzin,unebra,Distance Fighting,royal paladin,135,2026-01-26 19:04:26.054883
6332,Bocelli Segundo,unebra,Axe Fighting,elite knight,131,2026-01-26 19:04:26.054883
6333,Luzao Buscoemretro,unebra,Magic Level,master sorcerer,132,2026-01-26 19:04:26.054883
6334,Bullet Puncher,ombra,Fist Fighting,exalted monk,114,2026-01-26 19:04:26.054883
6335,Jotaemonk,ombra,Fist Fighting,exalted monk,112,2026-01-26 19:04:26.054883
6336,Lavaii Lama,ombra,Fist Fighting,exalted monk,111,2026-01-26 19:04:26.054883
6337,Naboo,ombra,Magic Level,master sorcerer,131,2026-01-26 19:04:26.054883
6338,Demonke,noctalia,Fist Fighting,exalted monk,117,2026-01-26 19:04:26.054883
6339,Maxithemonk,noctalia,Fist Fighting,exalted monk,111,2026-01-26 19:04:26.054883
6340,Megatronixlx,noctalia,Fist Fighting,exalted monk,117,2026-01-26 19:04:26.054883
6341,Akatsura,celebra,Fist Fighting,exalted monk,112,2026-01-26 19:04:26.054883
6342,Bezze Ranger,celebra,Distance Fighting,royal paladin,135,2026-01-26 19:04:26.054883
6343,Calvin Bugs,celebra,Sword Fighting,elite knight,130,2026-01-26 19:04:26.054883
6344,Gumir Insane,celebra,Distance Fighting,royal paladin,136,2026-01-26 19:04:26.054883
6345,Izeekao,celebra,Distance Fighting,royal paladin,142,2026-01-26 19:04:26.054883
6346,Kadoshy,celebra,Magic Level,master sorcerer,131,2026-01-26 19:04:26.054883
6347,Renary,celebra,Magic Level,master sorcerer,137,2026-01-26 19:04:26.054883
6348,Rygheto,celebra,Distance Fighting,royal paladin,135,2026-01-26 19:04:26.054883
6349,Sarphia,celebra,Distance Fighting,paladin,136,2026-01-26 19:04:26.054883
6350,Stay Iron Fists,celebra,Fist Fighting,exalted monk,110,2026-01-26 19:04:26.054883
6351,Zapo Daold,celebra,Sword Fighting,elite knight,136,2026-01-26 19:04:26.054883
6352,Archimandryta Gabriel,karmeya,Fist Fighting,exalted monk,113,2026-01-26 19:04:26.054883
6353,Novum,karmeya,Club Fighting,elite knight,125,2026-01-26 19:04:26.054883
6354,Siglid,karmeya,Fist Fighting,exalted monk,121,2026-01-26 19:04:26.054883
6355,Takabushi,karmeya,Fist Fighting,exalted monk,110,2026-01-26 19:04:26.054883
6356,Aris Monk,wintera,Fist Fighting,exalted monk,125,2026-01-26 19:04:26.054883
6357,Chris Ekbombinha,wintera,Club Fighting,elite knight,126,2026-01-26 19:04:26.054883
6358,Gozhek,wintera,Club Fighting,elite knight,129,2026-01-26 19:04:26.054883
6359,Jefe Pierre,wintera,Distance Fighting,royal paladin,134,2026-01-26 19:04:26.054883
6360,Kremit,wintera,Magic Level,master sorcerer,128,2026-01-26 19:04:26.054883
6361,Liu Kangh,wintera,Fist Fighting,exalted monk,109,2026-01-26 19:04:26.054883
6362,Melzin Delasz,wintera,Fist Fighting,exalted monk,111,2026-01-26 19:04:26.054883
6363,Patrick Shaolin,wintera,Fist Fighting,exalted monk,118,2026-01-26 19:04:26.054883
6364,Skeir,wintera,Fist Fighting,exalted monk,111,2026-01-26 19:04:26.054883
6365,Zath Rhyrus,wintera,Shielding,paladin,123,2026-01-26 19:04:26.054883
6366,Mkbewe Kopac Tece,sonira,Fist Fighting,exalted monk,116,2026-01-26 19:04:26.054883
6367,Ten Oponent,sonira,Fist Fighting,exalted monk,111,2026-01-26 19:04:26.054883
6368,Crysita,antica,Club Fighting,knight,126,2026-01-26 19:04:26.054883
6369,Cykadus,antica,Sword Fighting,elite knight,131,2026-01-26 19:04:26.054883
6370,Darem Leywin,antica,Magic Level,master sorcerer,149,2026-01-26 19:04:26.054883
6371,Kennegh,antica,Fist Fighting,exalted monk,109,2026-01-26 19:04:26.054883
6372,King Rokotszu,antica,Distance Fighting,royal paladin,134,2026-01-26 19:04:26.054883
6373,Milkania,antica,Shielding,royal paladin,123,2026-01-26 19:04:26.054883
6374,Nappzik,antica,Fist Fighting,exalted monk,112,2026-01-26 19:04:26.054883
6375,Soulowa,antica,Fist Fighting,exalted monk,109,2026-01-26 19:04:26.054883
6376,Xenos,antica,Club Fighting,elite knight,127,2026-01-26 19:04:26.054883
6377,Yuii Yuigahama,antica,Fist Fighting,exalted monk,111,2026-01-26 19:04:26.054883
6378,Lewah,eclipta,Fist Fighting,exalted monk,111,2026-01-26 19:04:26.054883
6379,Astromeowt,harmonia,Fist Fighting,exalted monk,111,2026-01-26 19:04:26.054883
6380,Aurea the Archer,harmonia,Shielding,royal paladin,123,2026-01-26 19:04:26.054883
6381,Cinek Lubon,harmonia,Distance Fighting,royal paladin,135,2026-01-26 19:04:26.054883
6382,Demorrton,harmonia,Sword Fighting,elite knight,136,2026-01-26 19:04:26.054883
6383,Doktor Owieczka,harmonia,Magic Level,master sorcerer,127,2026-01-26 19:04:26.054883
6384,King Waldek,harmonia,Axe Fighting,elite knight,130,2026-01-26 19:04:26.054883
6385,Piatkaa,harmonia,Distance Fighting,royal paladin,138,2026-01-26 19:04:26.054883
6386,Ai Messi,kalibra,Fist Fighting,exalted monk,114,2026-01-26 19:04:26.054883
6387,Latalindoo,kalibra,Fist Fighting,exalted monk,109,2026-01-26 19:04:26.054883
6388,Legolas Gold,kalibra,Distance Fighting,royal paladin,135,2026-01-26 19:04:26.054883
6389,Mozarrt,kalibra,Distance Fighting,royal paladin,139,2026-01-26 19:04:26.054883
6390,Asmodies,citra,Axe Fighting,knight,129,2026-01-26 19:04:26.054883
6391,Giant Lolrusher,citra,Fist Fighting,exalted monk,110,2026-01-26 19:04:26.054883
6392,Haxxaru,citra,Magic Level,master sorcerer,127,2026-01-26 19:04:26.054883
6393,Onefingerpunch,citra,Fist Fighting,exalted monk,111,2026-01-26 19:04:26.054883
6394,Damselle,calmera,Axe Fighting,elite knight,131,2026-01-26 19:04:26.054883
6395,Dero Monk,calmera,Fist Fighting,exalted monk,111,2026-01-26 19:04:26.054883
6396,Lectro,calmera,Magic Level,master sorcerer,130,2026-01-26 19:04:26.054883
6397,Mitsun,calmera,Axe Fighting,elite knight,129,2026-01-26 19:04:26.054883
6398,Pancho Ekk,calmera,Axe Fighting,elite knight,128,2026-01-26 19:04:26.054883
6399,Phozzon,calmera,Fist Fighting,exalted monk,110,2026-01-26 19:04:26.054883
6400,Rahal,calmera,Axe Fighting,elite knight,131,2026-01-26 19:04:26.054883
6401,Sage of Flame,calmera,Magic Level,master sorcerer,128,2026-01-26 19:04:26.054883
6402,Sir Dzidek,calmera,Distance Fighting,royal paladin,139,2026-01-26 19:04:26.054883
6403,The Avatar,calmera,Fist Fighting,exalted monk,137,2026-01-26 19:04:26.054883
6404,Tore,calmera,Shielding,elite knight,123,2026-01-26 19:04:26.054883
6405,Tottz,calmera,Sword Fighting,elite knight,144,2026-01-26 19:04:26.054883
6406,Senras,blumera,Fist Fighting,exalted monk,119,2026-01-26 19:04:26.054883
6407,Aleixandre,yovera,Distance Fighting,royal paladin,137,2026-01-26 19:04:26.054883
6408,Moonzier,yovera,Fist Fighting,exalted monk,115,2026-01-26 19:04:26.054883
6409,Gasolita,belobra,Axe Fighting,elite knight,136,2026-01-26 19:04:26.054883
6410,Hiroshi Takeda,belobra,Fist Fighting,exalted monk,121,2026-01-26 19:04:26.054883
6411,Lele zinn,belobra,Magic Level,master sorcerer,130,2026-01-26 19:04:26.054883
6412,Rhyeken,belobra,Axe Fighting,elite knight,134,2026-01-26 19:04:26.054883
6413,Saborr Knight,belobra,Sword Fighting,elite knight,130,2026-01-26 19:04:26.054883
6414,Tavares Brzao,belobra,Axe Fighting,elite knight,130,2026-01-26 19:04:26.054883
6415,Warlord Teus,belobra,Magic Level,master sorcerer,137,2026-01-26 19:04:26.054883
6416,Xuliao Overlure,belobra,Distance Fighting,royal paladin,140,2026-01-26 19:04:26.054883
6417,Emi Holysenshi,oceanis,Distance Fighting,royal paladin,134,2026-01-26 19:04:26.054883
6418,Tra Da,oceanis,Fist Fighting,exalted monk,110,2026-01-26 19:04:26.054883
6419,Eken Sydowzki,vunira,Fist Fighting,exalted monk,110,2026-01-26 19:04:26.054883
6420,Fiddy Nikez,vunira,Club Fighting,elite knight,126,2026-01-26 19:04:26.054883
6421,Norottenblood Noprimal,vunira,Distance Fighting,royal paladin,135,2026-01-26 19:04:26.054883
6422,Steelheart Grittah,vunira,Sword Fighting,elite knight,134,2026-01-26 19:04:26.054883
6423,Vic Del'Sal,vunira,Distance Fighting,royal paladin,135,2026-01-26 19:04:26.054883
6424,Zane Onslaught,vunira,Sword Fighting,elite knight,131,2026-01-26 19:04:26.054883
6425,Arwmonk,nevia,Fist Fighting,exalted monk,109,2026-01-26 19:04:26.054883
6426,Biesioo,nevia,Fist Fighting,exalted monk,111,2026-01-26 19:04:26.054883
6427,Divine Uppercut,nevia,Fist Fighting,exalted monk,110,2026-01-26 19:04:26.054883
6428,Gicik Amane,nevia,Magic Level,master sorcerer,129,2026-01-26 19:04:26.054883
6429,Lady Monk,nevia,Fist Fighting,exalted monk,110,2026-01-26 19:04:26.054883
6430,Marty Fist,nevia,Fist Fighting,exalted monk,111,2026-01-26 19:04:26.054883
6431,Shiine Reaper,nevia,Fist Fighting,exalted monk,110,2026-01-26 19:04:26.054883
6432,Miyagi Son,talera,Fist Fighting,exalted monk,110,2026-01-26 19:04:26.054883
6433,Monkzena,bravoria,Fist Fighting,exalted monk,115,2026-01-26 19:04:26.054883
6434,Aitch Tee Monk,luminera,Fist Fighting,exalted monk,111,2026-01-26 19:04:26.054883
6435,Kossus,luminera,Sword Fighting,elite knight,130,2026-01-26 19:04:26.054883
6436,Szklok,luminera,Shielding,elite knight,123,2026-01-26 19:04:26.054883
6437,Xigix,luminera,Magic Level,master sorcerer,132,2026-01-26 19:04:26.054883
6438,Ever Vitar,ustebra,Fist Fighting,exalted monk,113,2026-01-26 19:04:26.054883
6439,Its Easy,ustebra,Fist Fighting,exalted monk,115,2026-01-26 19:04:26.054883
6440,Lubuya Kikyou,ustebra,Fist Fighting,exalted monk,112,2026-01-26 19:04:26.054883
6441,Otteffu,ustebra,Magic Level,master sorcerer,128,2026-01-26 19:04:26.054883
6442,Anielski Marcinek Komplikator,secura,Fist Fighting,exalted monk,109,2026-01-26 19:04:26.054883
6443,Bat Person,secura,Sword Fighting,elite knight,131,2026-01-26 19:04:26.054883
6444,Dla Mnie Pasuje,secura,Magic Level,master sorcerer,129,2026-01-26 19:04:26.054883
6445,Duvilao,secura,Magic Level,master sorcerer,130,2026-01-26 19:04:26.054883
6446,Fokus Kron,secura,Shielding,knight,124,2026-01-26 19:04:26.054883
6447,Ghinok,secura,Axe Fighting,elite knight,129,2026-01-26 19:04:26.054883
6448,Goplana,secura,Distance Fighting,royal paladin,136,2026-01-26 19:04:26.054883
6449,Instalek,secura,Axe Fighting,elite knight,139,2026-01-26 19:04:26.054883
6450,Magic Vini,secura,Magic Level,master sorcerer,134,2026-01-26 19:04:26.054883
6451,Maxigashi,secura,Sword Fighting,elite knight,131,2026-01-26 19:04:26.054883
6452,Michcio Eka,secura,Axe Fighting,elite knight,129,2026-01-26 19:04:26.054883
6453,Miggelito,secura,Club Fighting,elite knight,129,2026-01-26 19:04:26.054883
6454,Munrok,secura,Sword Fighting,knight,130,2026-01-26 19:04:26.054883
6455,Nicemsf orsale,secura,Magic Level,master sorcerer,134,2026-01-26 19:04:26.054883
6456,Nidnoc,secura,Shielding,elite knight,124,2026-01-26 19:04:26.054883
6457,No Words Left,secura,Distance Fighting,royal paladin,134,2026-01-26 19:04:26.054883
6458,Thomzon,secura,Fist Fighting,exalted monk,111,2026-01-26 19:04:26.054883
6459,Truskaweek,secura,Fist Fighting,exalted monk,118,2026-01-26 19:04:26.054883
6460,Ve Mo,secura,Fist Fighting,exalted monk,120,2026-01-26 19:04:26.054883
6461,Wielmozny Cyceron,secura,Fist Fighting,exalted monk,112,2026-01-26 19:04:26.054883
6462,Xoordziu,secura,Axe Fighting,elite knight,128,2026-01-26 19:04:26.054883
6463,Zen Keeper,secura,Magic Level,master sorcerer,128,2026-01-26 19:04:26.054883
6464,Frozen Axe,serdebra,Axe Fighting,elite knight,136,2026-01-26 19:04:26.054883
6465,Arator Roken,nefera,Club Fighting,elite knight,129,2026-01-26 19:04:26.054883
6466,Engreido,nefera,Club Fighting,elite knight,126,2026-01-26 19:04:26.054883
6467,Kaldox,nefera,Club Fighting,elite knight,127,2026-01-26 19:04:26.054883
6468,Kalifhamv,nefera,Club Fighting,elite knight,126,2026-01-26 19:04:26.054883
6469,Migmun,nefera,Fist Fighting,exalted monk,112,2026-01-26 19:04:26.054883
6470,Pepeziinho,nefera,Club Fighting,elite knight,125,2026-01-26 19:04:26.054883
6471,Theene,nefera,Magic Level,master sorcerer,128,2026-01-26 19:04:26.054883
6472,Boutique Guias,pacera,Club Fighting,elite knight,128,2026-01-26 19:04:26.054883
6473,Juanvega,pacera,Club Fighting,elite knight,129,2026-01-26 19:04:26.054883
6474,Luucaz,pacera,Fist Fighting,exalted monk,111,2026-01-26 19:04:26.054883
6475,Oo Jake Oo,pacera,Distance Fighting,royal paladin,137,2026-01-26 19:04:26.054883
6476,Exorinho,inabra,Sword Fighting,elite knight,136,2026-01-26 19:04:26.054883
6477,Heimdallr Kalidus,inabra,Fist Fighting,exalted monk,111,2026-01-26 19:04:26.054883
6478,Jackzzerah,inabra,Distance Fighting,royal paladin,137,2026-01-26 19:04:26.054883
6479,Seninha Pokas,inabra,Club Fighting,elite knight,127,2026-01-26 19:04:26.054883
6480,Winterhearth,inabra,Fist Fighting,exalted monk,113,2026-01-26 19:04:26.054883
6481,Guztavo,etebra,Fist Fighting,exalted monk,110,2026-01-26 19:04:26.054883
6482,Nicty Bad,etebra,Magic Level,master sorcerer,147,2026-01-26 19:04:26.054883
6483,Sage Leozao,etebra,Sword Fighting,elite knight,131,2026-01-26 19:04:26.054883
6484,Daui,yonabra,Club Fighting,knight,125,2026-01-26 19:04:26.054883
6485,Eriick Impossible,yonabra,Sword Fighting,elite knight,130,2026-01-26 19:04:26.054883
6486,Kharsek,yonabra,Sword Fighting,elite knight,142,2026-01-26 19:04:26.054883
6487,Suonzera,yonabra,Sword Fighting,elite knight,130,2026-01-26 19:04:26.054883
6488,Babis,epoca,Magic Level,master sorcerer,131,2026-01-26 19:04:26.054883
6489,Bel mont,ferobra,Sword Fighting,elite knight,132,2026-01-26 19:04:26.054883
6490,Cwil,ferobra,Fist Fighting,exalted monk,114,2026-01-26 19:04:26.054883
6491,Lord Maluketez,ferobra,Club Fighting,elite knight,136,2026-01-26 19:04:26.054883
6492,Monkered,ferobra,Fist Fighting,exalted monk,110,2026-01-26 19:04:26.054883
6493,Queen Winterheart,ferobra,Axe Fighting,elite knight,128,2026-01-26 19:04:26.054883
6494,Quimerita,ferobra,Fist Fighting,exalted monk,109,2026-01-26 19:04:26.054883
6495,Re nanzin,ferobra,Sword Fighting,elite knight,134,2026-01-26 19:04:26.054883
6496,Ricardo Godlike,ferobra,Fist Fighting,exalted monk,117,2026-01-26 19:04:26.054883
6497,Salviano Monk,ferobra,Fist Fighting,exalted monk,131,2026-01-26 19:04:26.054883
6498,Setenta Skyreaper,ferobra,Magic Level,master sorcerer,129,2026-01-26 19:04:26.054883
6499,Shakhex,ferobra,Fist Fighting,exalted monk,116,2026-01-26 19:04:26.054883
6500,Subscuro,ferobra,Axe Fighting,elite knight,135,2026-01-26 19:04:26.054883
6501,Awesome Bow,descubra,Distance Fighting,royal paladin,135,2026-01-26 19:04:26.054883
6502,Boleight,descubra,Distance Fighting,royal paladin,137,2026-01-26 19:04:26.054883
6503,Goliraman,descubra,Sword Fighting,elite knight,135,2026-01-26 19:04:26.054883
6504,Grawkz,descubra,Fist Fighting,exalted monk,111,2026-01-26 19:04:26.054883
6505,Legendary Ethereum,descubra,Fist Fighting,exalted monk,114,2026-01-26 19:04:26.054883
6506,Lord Bidu Kina,descubra,Sword Fighting,elite knight,148,2026-01-26 19:04:26.054883
6507,Miiguelitus,descubra,Magic Level,master sorcerer,127,2026-01-26 19:04:26.054883
6508,Mnich Najkon,descubra,Fist Fighting,exalted monk,112,2026-01-26 19:04:26.054883
6509,Rus ty,descubra,Sword Fighting,elite knight,141,2026-01-26 19:04:26.054883
6510,Se warence,descubra,Club Fighting,elite knight,131,2026-01-26 19:04:26.054883
6511,Selibess,descubra,Sword Fighting,elite knight,134,2026-01-26 19:04:26.054883
6512,Silucan Monk,descubra,Fist Fighting,exalted monk,113,2026-01-26 19:04:26.054883
6513,Sokkz The Bruto,descubra,Sword Fighting,elite knight,137,2026-01-26 19:04:26.054883
6514,Synzento,descubra,Axe Fighting,elite knight,132,2026-01-26 19:04:26.054883
6515,Turyan,descubra,Distance Fighting,royal paladin,139,2026-01-26 19:04:26.054883
6516,Urso,descubra,Fist Fighting,exalted monk,119,2026-01-26 19:04:26.054883
6517,Zuruga,descubra,Distance Fighting,royal paladin,134,2026-01-26 19:04:26.054883
6518,Atonio,astera,Fist Fighting,exalted monk,109,2026-01-26 19:04:26.054883
6519,Evol Geniuz,astera,Magic Level,sorcerer,129,2026-01-26 19:04:26.054883
6520,Hiro Kai,astera,Fist Fighting,exalted monk,120,2026-01-26 19:04:26.054883
6521,Malilla Norton,astera,Distance Fighting,paladin,135,2026-01-26 19:04:26.054883
6522,Monkirus,astera,Fist Fighting,exalted monk,113,2026-01-26 19:04:26.054883
6523,Sheikenshin,astera,Sword Fighting,knight,133,2026-01-26 19:04:26.054883
6524,Sir Articus,astera,Axe Fighting,elite knight,133,2026-01-26 19:04:26.054883
6525,The First Fist,astera,Fist Fighting,exalted monk,110,2026-01-26 19:04:26.054883
6526,Xande Tuning,astera,Sword Fighting,elite knight,134,2026-01-26 19:04:26.054883
6527,Xiao Xiong Mao,astera,Magic Level,master sorcerer,129,2026-01-26 19:04:26.054883
6528,Maiki Ignorante,jadebra,Axe Fighting,elite knight,130,2026-01-26 19:04:26.054883
6529,Psico Paglis,jadebra,Fist Fighting,exalted monk,118,2026-01-26 19:04:26.054883
6530,Buzz Sweeper,refugia,Fist Fighting,exalted monk,120,2026-01-26 19:04:26.054883
6531,Family Senpai,refugia,Magic Level,sorcerer,129,2026-01-26 19:04:26.054883
6532,Inner Path,refugia,Fist Fighting,exalted monk,114,2026-01-26 19:04:26.054883
6533,Joshymishima,refugia,Fist Fighting,exalted monk,111,2026-01-26 19:04:26.054883
6534,Kallunderek,refugia,Fist Fighting,exalted monk,110,2026-01-26 19:04:26.054883
6535,Kenpaz,refugia,Axe Fighting,elite knight,129,2026-01-26 19:04:26.054883
6536,Keteria Teon,refugia,Fist Fighting,exalted monk,112,2026-01-26 19:04:26.054883
6537,Pixxelowy,refugia,Distance Fighting,royal paladin,134,2026-01-26 19:04:26.054883
6538,Przedsiebiorca Kartelu,refugia,Magic Level,master sorcerer,141,2026-01-26 19:04:26.054883
6539,Ruihui,refugia,Fist Fighting,exalted monk,114,2026-01-26 19:04:26.054883
6540,Szczygus,refugia,Distance Fighting,royal paladin,138,2026-01-26 19:04:26.054883
6541,Wujku,refugia,Magic Level,master sorcerer,128,2026-01-26 19:04:26.054883
6542,Arraya,collabra,Magic Level,master sorcerer,133,2026-01-26 19:04:26.054883
6543,Dah Hawk,collabra,Magic Level,master sorcerer,131,2026-01-26 19:04:26.054883
6544,Dahaka,collabra,Club Fighting,elite knight,126,2026-01-26 19:04:26.054883
